confidence,recommended_specialty,source,current_specialty,changed,google_category_raw,name,area,rating,reviews,place_id
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,كراج الراية الذهبية,الشويخ الصناعية 3,5.0,1,ChIJnbSfNACbzz8RL04y6fDHWwY
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Super Garage,الشويخ الصناعية 3,5.0,1,ChIJjbwKpQabzz8ROzrX8Eadu3k
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,شركة السهلان للتجارة العامة والمقاولات AL-SAHLAN GENERAL TRADING &CONTRACTING,الشويخ الصناعية 2,5.0,1,ChIJMadl3uGbzz8RuD-rkHHCP14
HIGH,بودي وصبغ,google_category,بودي وصبغ,,متجر صبغ,كراج خالد هادي وبلال لصبغ السيارات والحدادة,الشويخ الصناعية 2,5.0,1,ChIJVw4iUeqbzz8RqCDd5_-T0Fs
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,كراج السمكرة و الحدادة,الشويخ الصناعية 2,5.0,1,ChIJn9R-Sseazz8R7SRmgtdc0tg
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ميكانيكي هياكل السيارات,Sialkot auto service,الري (قريب من الشويخ),,0,ChIJCUiuAACbzz8Rouas_x1VkyI
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,كراج للحدادة صبغ السيارات,الشويخ الصناعية 1,,0,ChIJYZfH9Hubzz8RL3JXP3u2DZo
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ميكانيكي هياكل السيارات,تصليح سيارات (جمعيه الشعب),الشعب,4.1,51,ChIJX0UJrFedzz8RzA2ifJBFN94
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ميكانيكي هياكل السيارات,امان لفحص السيارات,السالمية,4.5,60,ChIJa4Qcu62dzz8RHa9glYT4F7k
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ميكانيكي هياكل السيارات,بوبيان لتصليح السيارات,السالمية,4.8,16,ChIJqwzyb3Gdzz8RmSnpJy8qFFc
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ميكانيكي هياكل السيارات,Malabar Auto Garage Abbasiya شركة ماليباري كراج,جليب الشيوخ,4.0,6,ChIJjd_z2eqbzz8RTO6T-fPSLp8
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,MOTOR WORKS | موتور وركس,الري,4.5,112,ChIJDziQo_Kazz8R83b9KcnpD5c
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,توب جير,الري,4.7,28,ChIJuf3qNACbzz8R2M-6vvwQ6bw
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Ninety Nine Protection ناينتي ناين بروتيكشن,الري,4.7,26,ChIJTcNbz0abzz8RDNzYIpuaAe0
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,كراج الزعابي لتصليح السيارات,الري,3.8,13,ChIJXQB7aVSbzz8RDMnXT5OROWQ
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,كراج توشان تصليح سيارات ألماني بورش و سيرفس,الري,4.4,33,ChIJu5HF-Xmbzz8Rs6-9TR1LFdw
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,كراج سفنتي سفن لتصليح السيارات,الري,4.7,6,ChIJDfdv3rObzz8RvgaBC5fmrGU
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,كراج أنوار كاظمة,الري,5.0,3,ChIJ6akVaEybzz8Ry419zRczgcQ
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Advanced Care Engineering,الري,3.8,5,ChIJIRJX8ZGazz8RDhnVTcS1Hi8
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Al JARAH GARAGE,الري,0.0,0,ChIJNRsuPmmbzz8RUV2gSVsKV1s
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,LLumar Kuwait - Al-Rai - لومار الري,الري,3.5,4,ChIJ0V6n7S2bzz8RXsRw6Q0RREk
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,777_autoprotection_kuwait,الري,0.0,0,ChIJkXaVWgCbzz8RciWUphN8OUY
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,REVAMP GARAGE,الري,4.6,40,ChIJPe5BNSqbzz8RKU13Wxlxo5A
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Q Design Auto Center,الري,4.7,265,ChIJKa_drJeazz8RwwAs2Xfjlh0
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ميكانيكي هياكل السيارات,Scuderia Luxury Automotive Workshop,الري,5.0,43,ChIJzxnE6WWbzz8RSmeid6zJ2w0
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Autopro,الري,0.0,0,ChIJsxqhMkibzz8Rok9NmW7ur_s
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Waves Protection,الري,4.4,20,ChIJtzi1PVqbzz8RfUCeiUzHvx0
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,ذا شادو كلوب لحمايه السيارات,اليرموك,4.6,29,ChIJadMc3_Kazz8RoiOA6w2ms4Q
HIGH,بودي وصبغ,google_category,ونش وسحب,YES,ورشة إصلاح هياكل سيارات,AutoWrap,الري,4.4,51,ChIJ4xWFRbebzz8RtCU1Wce5dcw
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Carbon Composite Garage Kuwait,الري,4.9,20,ChIJUWKQeVWbzz8RQE1LbLAQ7xQ
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,كراج فزعة Fazza Garage,العارضية الحرفية,4.4,7,ChIJxUrtEwCRzz8R5jHmeYUBalk
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Gaurdx,الري,0.0,0,ChIJF4AxrSabzz8Rl8rDpRrY6EU
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Kuwait,الري,0.0,0,ChIJLwAzPQCbzz8Ry_TlvRrXV5M
HIGH,بودي وصبغ,google_category,صندوق ودرفات,YES,ورشة إصلاح صندوق السيارة,خيطان لتصليح الأحذية و الحقائب,خيطان,4.4,43,ChIJ9QEUB7ebzz8RTtSpWoJvyos
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,King protection,الري,5.0,1,ChIJMXU9O0ibzz8RLcW-UUSPgKs
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,LAVAGGIO Solar Control,الري,3.9,19,ChIJLU078Y2azz8RvLt9uphArz8
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Malak Al Rai Protection,الري,0.0,0,ChIJDbWpVwCbzz8RCKF6GjhwlnE
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Fiber foil,الري,0.0,0,ChIJ_-eYEQCbzz8RuvkjOa2NDTE
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Garage Fursan Al-Jazeera کراج فرسان الجزيرة لتصلیح السیارات,شرق الأحمدي,5.0,5,ChIJu1LpmifoOgsR-g8nazJuCAI
HIGH,بودي وصبغ,google_category,بودي وصبغ,,ورشة إصلاح هياكل سيارات,Al Mulla & Behbehani Motor Company,شرق الأحمدي,3.4,62,ChIJV3XBSvgHzz8RgRczsI81N4g
HIGH,بودي وصبغ,google_category,إكسسوارات,YES,مورد أجزاء هيكل السيارة,كراج مؤسسة المسيلة,الكويت,0.0,0,ChIJ0xhJQgAJ0D8ReVtbJgUU3v4
HIGH,بودي وصبغ,google_category,إكسسوارات,YES,مورد أجزاء هيكل السيارة,الاتحاد الدولي,Naeem,0.0,0,ChIJicC5aAAJ0D8RgxnRhi7yhlY
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,متجر زجاج سيارات,Glass Clinic جلاس كلينك,الري (قريب من الشويخ),4.6,312,ChIJWdwAGJCazz8R-9hZELB_tRg
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,SunLess EST,الشويخ الصناعية 3,4.9,261,ChIJiyputb2azz8RJrkrqd9UwTo
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,V-KOOL Kuwait - في كول الكويت,الشويخ الصناعية 1,4.4,81,ChIJNz8a2seazz8R2xDiV2r1QCE
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تظليل نوافذ السيارة,Auto Salon,الشويخ الصناعية 3,4.8,65,ChIJy7G0rr6azz8RYxJYDU9aUhM
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,روك شيلد,الشويخ الصناعية 3,4.7,61,ChIJ_cCFTWabzz8RBP9Q_tEr73s
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,"Tint My Ride, Kuwait",الشويخ الصناعية 1,4.5,55,ChIJ39e89-Obzz8R34iDQhKdN9E
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,Supreme protection,الشويخ الصناعية 3,4.4,36,ChIJNwtkANWbzz8RgQQlrMvse20
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تظليل نوافذ السيارة,أوتو بلس سنتر لتلميع ووقاية السيارات,الشويخ الصناعية 1,4.3,41,ChIJgy6Qscmazz8RUjcy4Fzp0Pk
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,VIPER Protection فايبر بروتيكشن,الشويخ الصناعية 3,4.6,9,ChIJ95wa3TKbzz8RtuFA_dJMH0s
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تظليل نوافذ السيارة,PRESTIGE Protection-برستيج بروتكشن,الري (قريب من الشويخ),5.0,6,ChIJ8-3-ko6bzz8Rl6yTYL1UP1k
HIGH,تظليل وزجاج,google_category,دواسر وفرش,YES,خدمة تلوين النوافذ,SAIF PROTECTIONS s KUWAIT,الشويخ الصناعية 2,5.0,5,ChIJacnGhvmbzz8RQLcRzhm21CU
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,Abraj Al-Khaleej,الشويخ الصناعية 3,5.0,4,ChIJlQ4iBtabzz8RCtg-bme2oIo
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تظليل نوافذ السيارة,Autoshield,الري (قريب من الشويخ),5.0,3,ChIJFdwIsPSbzz8RuSViD7Q7Qqs
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,اوتو كير,الشويخ الصناعية 1,5.0,2,ChIJ3xiKb6ibzz8RMm2wFjtDs1Q
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تظليل نوافذ السيارة,Reform Carko.,الشويخ الصناعية 3,5.0,1,ChIJ4w7ZTwCbzz8R_onBXloAHiw
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تلوين النوافذ,Marina al shuwaikh,الشويخ الصناعية,4.0,1,ChIJfdIzZwCbzz8RYJpPl5ixWUQ
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,متجر زجاج سيارات,زجاج ومرايا,خيطان,3.7,3,ChIJE6YPdCmbzz8RF0mUHKL1REU
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تظليل نوافذ السيارة,Resan Car Detailing Center مركز ريسان للعناية بالسيارات,غرب ابو فطيرة الحرفية,4.8,131,ChIJKXBfkFqhzz8ROHmsoo1E0f0
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة إصلاح زجاج سيارات,Fast-Fix | فاست-فكس,شويخ الصناعية 1,4.7,214,ChIJ_1NmcNSbzz8R_VMZF_r8oeU
HIGH,تظليل وزجاج,google_category,تظليل وزجاج,,خدمة تظليل نوافذ السيارة,شركة العوضي لتنجيد مقاعد السيارات وزينة السيارات,الري,0.0,0,ChIJW0roM3abzz8RwD7rND_7rmg
HIGH,تكييف,google_category,تكييف,,خدمة تكييف سيارات,تكييف سيارات,الشويخ الصناعية,5.0,1,ChIJXbdP99ybzz8RqVaMCs8Blsw
HIGH,تكييف,google_category,كهرباء سيارات,YES,خدمة تكييف سيارات,كراج الشاطر كهرباء وتكييف وميكانيكا 💯,الشويخ الصناعية 2,3.9,77,ChIJF5ZGKQCbzz8RtgimlgH2mSY
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,Al-Maimoon Al-Kuawaitiyyah Air Conditioning & Refrigeration Co. W.L.L,الشويخ الصناعية,4.1,66,ChIJ76-Yb-mazz8Rv1Pj3VVtGr8
HIGH,تكييف,google_category,تكييف,,خدمة تكييف سيارات,Ammar Motor Parts,الشويخ الصناعية 3,4.6,22,ChIJ160J3cGazz8RnfaMn1nB56k
HIGH,تكييف,google_category,تكييف,,خدمة تكييف سيارات,أخصائي تكيف سيارات A/C,الشويخ الصناعية 2,4.8,17,ChIJQ-_We_Wbzz8Rd1K_vuCQTv8
HIGH,تكييف,google_category,تكييف,,خدمة تكييف سيارات,National Fajir Company,الشويخ الصناعية 1,4.6,12,ChIJu1Duswebzz8R0UIy0sgsJGI
HIGH,تكييف,google_category,كهرباء سيارات,YES,خدمة إصلاح تكييف الهواء,المركز الألماني كهرباء وتكييف,الشويخ الصناعية 3,3.8,11,ChIJuY2KSnCbzz8RkwSQV8MLjN4
HIGH,تكييف,google_category,تكييف,,خدمة تكييف سيارات,كراج الكنج روبك اخصائي تكييف A/C,الشويخ الصناعية 3,5.0,5,ChIJ--EHVACbzz8Rpzw2nMAqf9E
HIGH,تكييف,google_category,تكييف,,خدمة تكييف سيارات,ALAMDAR AUTO AC PARTS CO,الشويخ الصناعية 3,4.3,3,ChIJGzvA0tebzz8RVeqFsLMtvak
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,جاد اخصائي تكييف سيارات,الشويخ الصناعية 2,5.0,2,ChIJE8elDr-bzz8RR6zbVdL1tZ0
HIGH,تكييف,google_category,تكييف,,خدمة تكييف سيارات,Altajer,مدينة الكويت,4.5,2,ChIJ5ayR9RGbzz8RSgDadmNK0vU
HIGH,تكييف,google_category,كهرباء سيارات,YES,خدمة تكييف سيارات,شركة أي سي لاصلاح كهرباء السيارت,الشويخ الصناعية 3,5.0,1,ChIJ6cJ7IACbzz8RgmrMlBFM2N8
HIGH,تكييف,google_category,تكييف,,خدمة تكييف سيارات,اوتو برلين,الشويخ الصناعية 3,,0,ChIJgVPcPACbzz8RQDkDTg_SLq0
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,central air conditioner Kuwait,الفنطاس,4.9,495,ChIJHxl8NmoLzz8RGIXgoFWL57I
HIGH,تكييف,google_category,كمبيوتر وتشخيص,YES,خدمة إصلاح تكييف الهواء,فني تكييف هندي بالكويت,الكويت,4.2,74,ChIJizc5lmebzz8RoskRh-ZIwnY
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,Hassan AC Repair KW فني تكييف الكويت,حولي,4.9,125,ChIJ5bUBDACdzz8R7W_iVYoYdv4
HIGH,تكييف,google_category,تكييف,,مقاول تكييف هواء,Faris Al-Asmar for Air Conditioning Supplies and Contracting Est.,السالمية,5.0,96,ChIJWYvdkuN3zz8RY2di43JoQig
HIGH,تكييف,google_category,تكييف,,مقاول تكييف هواء,Al-Masayel Al-Arabia Air-conditioning co.Kuwait,جليب الشيوخ,4.9,19,ChIJjSi0oJyZzz8RBBxVx1k5vow
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,Fajar Al Eman Air Conditioning & HVAC Services,حولي,4.8,73,ChIJG-kbyp-dzz8RmL6Pj3LJnzw
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,تصليح تكييف,الكويت,4.6,22,ChIJA4kMPZmFzz8R4HKsBiVkySY
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,فني تكييف صيانة غسالات تصليح نشافات تصليح ثلاجات اليمامة الخليجية,حولي,4.9,93,ChIJv9HhPiydzz8RZpNcpfb5iQE
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,صيانة تكييف مركزي والوحدات,حولي,3.4,18,ChIJI8u5diOdzz8RxygxFl9IXfI
HIGH,تكييف,google_category,غسيل وتلميع,YES,خدمة إصلاح تكييف الهواء,صيانه تكييف مركزي تصليح تكييف غسيل مركزي,المنقف,4.3,6,ChIJOZK3fxoJzz8Rya7s3XSilho
HIGH,تكييف,google_category,تكييف,,مقاول تكييف هواء,Kuwait Air Conditioning Service,الرقعي,5.0,2,ChIJD4PYW8ubzz8ROo7NOD7xNNk
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,Ac Repair kuwait,المهبولة,4.8,6,ChIJkWf9KUMJzz8RuhWOejikr-0
HIGH,تكييف,google_category,تكييف,,خدمة إصلاح تكييف الهواء,ac repair Service Kuwait تصليح تكييف الكويت,المنقف,5.0,3,ChIJldqaBhwHzz8RWaioIRWhjrs
